unique_id;Date; Open;High;Low;Close;Adj;Close2;Volume
1;20-Apr-21;0.244;0.244;0.244;0.244;8,905.84;400;
1;19-Apr-21;0.244;0.244;0.244;0.244;8,905.84;-;
1;16-Apr-21;0.244;0.264;0.244;0.264;9,635.82;173;
1;15-Apr-21;0.244;0.244;0.244;0.244;8,905.84;-;
1;14-Apr-21;0.244;0.244;0.244;0.244;8,905.84;-;
1;13-Apr-21;0.248;0.248;0.248;0.248;9,051.83;-;
1;12-Apr-21;0.25;0.25;0.25;0.25;9,124.83;-;
1;09-Apr-21;0.27;0.27;0.27;0.27;9,854.82;1;
1;08-Apr-21;0.26;0.26;0.26;0.26;9,489.82;-;
1;07-Apr-21;0.256;0.256;0.256;0.256;9,343.83;-;
1;06-Apr-21;0.254;0.288;0.254;0.288;10,511.80;7;
1;01-Apr-21;0.25;0.25;0.25;0.25;9,124.83;-;
1;31-Mar-21;0.25;0.25;0.25;0.25;9,124.83;-;
1;30-Mar-21;0.266;0.266;0.252;0.252;9,197.83;18.5;
1;29-Mar-21;0.266;0.266;0.266;0.266;9,708.82;-;
1;26-Mar-21;0.258;0.258;0.258;0.258;9,416.82;-;
1;25-Mar-21;0.25;0.25;0.25;0.25;9,124.83;-;
1;24-Mar-21;0.25;0.25;0.25;0.25;9,124.83;-;
1;23-Mar-21;0.25;0.25;0.25;0.25;9,124.83;-;
1;22-Mar-21;0.25;0.278;0.25;0.278;10,146.81;10;
1;19-Mar-21;0.25;0.278;0.25;0.278;10,146.81;5;
1;18-Mar-21;0.25;0.25;0.25;0.25;9,124.83;-;
1;17-Mar-21;0.25;0.25;0.25;0.25;9,124.83;-;
1;16-Mar-21;0.268;0.27;0.268;0.27;9,854.82;400;
1;15-Mar-21;0.26;0.26;0.26;0.26;9,489.82;27;
1;12-Mar-21;0.26;0.26;0.26;0.26;9,489.82;-;
1;11-Mar-21;0.26;0.26;0.26;0.26;9,489.82;-;
1;10-Mar-21;0.26;0.26;0.26;0.26;9,489.82;-;
1;09-Mar-21;0.294;0.294;0.25;0.25;9,124.83;24;
1;08-Mar-21;0.28;0.298;0.28;0.298;10,876.80;30;
1;05-Mar-21;0.286;0.286;0.286;0.286;10,438.81;-;
1;04-Mar-21;0.32;0.32;0.294;0.294;10,730.80;35;
1;03-Mar-21;0.326;0.326;0.326;0.326;11,898.78;-;
1;02-Mar-21;0.35;0.35;0.35;0.35;12,774.76;3;
1;01-Mar-21;0.34;0.34;0.34;0.34;12,409.77;2.1;
1;26-Feb-21;0.35;0.35;0.35;0.35;12,774.76;-;
1;25-Feb-21;0.354;0.382;0.354;0.382;13,942.74;655;
1;24-Feb-21;0.35;0.35;0.35;0.35;12,774.76;-;
1;23-Feb-21;0.358;0.358;0.358;0.358;13,066.76;-;
1;22-Feb-21;0.366;0.388;0.366;0.388;14,161.74;27;
1;19-Feb-21;0.352;0.352;0.352;0.352;12,847.76;-;
1;18-Feb-21;0.344;0.382;0.344;0.382;13,942.74;800;
1;17-Feb-21;0.34;0.376;0.34;0.376;13,723.75;39.308;
1;16-Feb-21;0.354;0.354;0.354;0.354;12,920.76;1.5;
1;15-Feb-21;0.358;0.388;0.358;0.388;14,161.74;795;
1;12-Feb-21;0.36;0.39;0.36;0.39;14,234.74;10;
1;11-Feb-21;0.358;0.36;0.358;0.36;13,139.76;750;
1;10-Feb-21;0.34;0.37;0.34;0.37;13,504.75;5.555;
1;09-Feb-21;0.336;0.368;0.336;0.368;13,431.75;20;
1;08-Feb-21;0.344;0.382;0.344;0.38;13,869.74;3.64;
1;05-Feb-21;0.35;0.386;0.35;0.386;14,088.74;4.4;
1;04-Feb-21;0.328;0.328;0.328;0.328;11,971.78;-;
1;03-Feb-21;0.332;0.332;0.332;0.332;12,117.77;-;
1;02-Feb-21;0.344;0.344;0.344;0.344;12,555.77;-;
1;01-Feb-21;0.35;0.35;0.35;0.35;12,774.76;-;
1;29-Jan-21;0.3;0.3;0.3;0.3;10,949.80;-;
1;28-Jan-21;0.332;0.332;0.3;0.3;10,949.80;3.2;
1;27-Jan-21;0.334;0.354;0.334;0.354;12,920.76;5.323;
1;26-Jan-21;0.338;0.358;0.338;0.358;13,066.76;3;
1;25-Jan-21;0.354;0.384;0.354;0.384;14,015.74;15.35;
1;22-Jan-21;0.394;0.396;0.394;0.396;14,453.73;5.685;
1;21-Jan-21;0.41;0.41;0.392;0.392;14,307.73;7;
1;20-Jan-21;0.362;0.402;0.362;0.402;14,672.73;25.584;
1;19-Jan-21;0.328;0.328;0.328;0.328;11,971.78;-;
1;18-Jan-21;0.356;0.356;0.356;0.356;12,993.76;-;
1;15-Jan-21;0.376;0.376;0.376;0.376;13,723.75;-;
1;14-Jan-21;0.382;0.382;0.382;0.382;13,942.74;-;
1;13-Jan-21;0.374;0.398;0.374;0.398;14,526.73;5;
1;12-Jan-21;0.36;0.36;0.36;0.36;13,139.76;20;
1;11-Jan-21;0.374;0.374;0.358;0.358;13,066.76;2.15;
1;08-Jan-21;0.366;0.38;0.366;0.38;13,869.74;11.302;
1;07-Jan-21;0.358;0.358;0.358;0.358;13,066.76;10;
1;06-Jan-21;0.322;0.322;0.322;0.322;11,752.78;-;
1;05-Jan-21;0.35;0.35;0.348;0.348;12,701.76;12.392;
1;04-Jan-21;0.304;0.332;0.304;0.332;12,117.77;3.07;
1;30-Dec-20;0.278;0.278;0.278;0.278;10,146.81;-;
1;29-Dec-20;0.284;0.284;0.284;0.284;10,365.81;-;
1;28-Dec-20;0.29;0.29;0.29;0.29;10,584.80;-;
1;23-Dec-20;0.274;0.304;0.274;0.304;11,095.79;20;
1;22-Dec-20;0.278;0.278;0.278;0.278;10,146.81;-;
1;21-Dec-20;0.296;0.296;0.296;0.296;10,803.80;-;
1;18-Dec-20;0.296;0.3;0.296;0.3;10,949.80;20;
1;17-Dec-20;0.3;0.3;0.3;0.3;10,949.80;-;
1;16-Dec-20;0.304;0.304;0.304;0.304;11,095.79;-;
1;15-Dec-20;0.286;0.316;0.286;0.316;11,533.79;200;
1;14-Dec-20;0.296;0.296;0.296;0.296;10,803.80;-;
1;11-Dec-20;0.288;0.288;0.288;0.288;10,511.80;-;
1;10-Dec-20;0.282;0.306;0.282;0.306;11,168.79;2.776;
1;09-Dec-20;0.278;0.278;0.278;0.278;10,146.81;-;
1;08-Dec-20;0.28;0.28;0.28;0.28;10,219.81;-;
1;07-Dec-20;0.284;0.284;0.284;0.284;10,365.81;-;
1;04-Dec-20;0.276;0.276;0.276;0.276;10,073.81;-;
1;03-Dec-20;0.274;0.274;0.274;0.274;10,000.81;-;
1;02-Dec-20;0.27;0.27;0.27;0.27;9,854.82;-;
1;01-Dec-20;0.258;0.258;0.258;0.258;9,416.82;-;
1;30-Nov-20;0.256;0.282;0.256;0.282;10,292.81;829;
1;27-Nov-20;0.264;0.264;0.264;0.264;9,635.82;-;
1;26-Nov-20;0.26;0.26;0.26;0.26;9,489.82;-;
1;25-Nov-20;0.256;0.256;0.256;0.256;9,343.83;-;
1;24-Nov-20;0.26;0.286;0.26;0.286;10,438.81;7.5;
1;23-Nov-20;0.262;0.262;0.262;0.262;9,562.82;-;
1;20-Nov-20;0.258;0.258;0.258;0.258;9,416.82;-;
1;19-Nov-20;0.264;0.264;0.264;0.264;9,635.82;-;
1;18-Nov-20;0.268;0.268;0.268;0.268;9,781.82;-;
1;17-Nov-20;0.264;0.264;0.264;0.264;9,635.82;-;
1;16-Nov-20;0.254;0.278;0.254;0.278;10,146.81;2;
1;13-Nov-20;0.248;0.248;0.248;0.248;9,051.83;-;
1;12-Nov-20;0.248;0.248;0.248;0.248;9,051.83;-;
1;11-Nov-20;0.256;0.28;0.256;0.28;10,219.81;7.05;
1;10-Nov-20;0.258;0.258;0.258;0.258;9,416.82;-;
1;09-Nov-20;0.25;0.25;0.25;0.25;9,124.83;28;
1;06-Nov-20;0.24;0.24;0.24;0.24;8,759.84;-;
1;05-Nov-20;0.228;0.228;0.228;0.228;8,321.85;-;
1;04-Nov-20;0.228;0.228;0.228;0.228;8,321.85;-;
1;03-Nov-20;0.236;0.236;0.236;0.236;8,613.84;-;
1;02-Nov-20;0.238;0.238;0.238;0.238;8,686.84;-;
1;30-Oct-20;0.224;0.246;0.224;0.246;8,978.83;13.466;
1;29-Oct-20;0.222;0.23;0.222;0.23;8,394.84;5;
1;28-Oct-20;0.222;0.222;0.222;0.222;8,102.85;-;
1;27-Oct-20;0.22;0.244;0.22;0.244;8,905.84;569;
1;26-Oct-20;0.24;0.24;0.24;0.24;8,759.84;22.115;
1;23-Oct-20;0.23;0.23;0.23;0.23;8,394.84;-;
1;22-Oct-20;0.23;0.23;0.23;0.23;8,394.84;-;
1;21-Oct-20;0.236;0.236;0.236;0.236;8,613.84;-;
1;20-Oct-20;0.226;0.226;0.226;0.226;8,248.85;-;
1;19-Oct-20;0.222;0.222;0.222;0.222;8,102.85;-;
1;16-Oct-20;0.214;0.214;0.214;0.214;7,810.86;-;
1;15-Oct-20;0.22;0.22;0.22;0.22;8,029.85;-;
1;14-Oct-20;0.212;0.212;0.212;0.212;7,737.86;-;
1;13-Oct-20;0.206;0.206;0.206;0.206;7,518.86;-;
1;12-Oct-20;0.208;0.208;0.208;0.208;7,591.86;-;
1;09-Oct-20;0.2;0.2;0.2;0.2;7,299.86;-;
1;08-Oct-20;0.2;0.2;0.2;0.2;7,299.86;-;
1;07-Oct-20;0.2;0.2;0.2;0.2;7,299.86;-;
1;06-Oct-20;0.2;0.218;0.2;0.218;7,956.85;10;
1;05-Oct-20;0.191;0.191;0.191;0.191;6,971.37;-;
1;02-Oct-20;0.193;0.193;0.193;0.193;7,044.37;-;
1;01-Oct-20;0.191;0.191;0.191;0.191;6,971.37;-;
1;30-Sep-20;0.187;0.187;0.187;0.187;6,825.37;-;
1;29-Sep-20;0.195;0.195;0.195;0.195;7,117.37;-;
1;28-Sep-20;0.19;0.19;0.19;0.19;6,934.87;-;
1;25-Sep-20;0.191;0.191;0.191;0.191;6,971.37;-;
1;24-Sep-20;0.184;0.184;0.184;0.184;6,715.88;-;
1;23-Sep-20;0.198;0.198;0.198;0.198;7,226.87;-;
1;22-Sep-20;0.199;0.199;0.199;0.199;7,263.37;-;
1;21-Sep-20;0.208;0.208;0.208;0.208;7,591.86;-;
1;18-Sep-20;0.208;0.208;0.208;0.208;7,591.86;-;
1;17-Sep-20;0.208;0.22;0.208;0.208;7,591.86;3.8;
1;16-Sep-20;0.21;0.21;0.21;0.21;7,664.86;-;
1;15-Sep-20;0.208;0.208;0.208;0.208;7,591.86;-;
1;14-Sep-20;0.206;0.206;0.206;0.206;7,518.86;-;
1;11-Sep-20;0.2;0.2;0.2;0.2;7,299.86;-;
1;10-Sep-20;0.19;0.19;0.19;0.19;6,934.87;-;
1;09-Sep-20;0.202;0.202;0.202;0.202;7,372.86;-;
1;08-Sep-20;0.21;0.21;0.21;0.21;7,664.86;-;
1;07-Sep-20;0.212;0.212;0.212;0.212;7,737.86;-;
1;04-Sep-20;0.206;0.206;0.206;0.206;7,518.86;-;
1;03-Sep-20;0.214;0.214;0.214;0.214;7,810.86;-;
1;02-Sep-20;0.21;0.21;0.21;0.21;7,664.86;-;
1;01-Sep-20;0.204;0.204;0.204;0.204;7,445.86;-;
1;31-Aug-20;0.206;0.206;0.206;0.206;7,518.86;-;
1;28-Aug-20;0.206;0.206;0.206;0.206;7,518.86;-;
1;27-Aug-20;0.199;0.199;0.199;0.199;7,263.37;-;
1;26-Aug-20;0.199;0.199;0.199;0.199;7,263.37;-;
1;25-Aug-20;0.199;0.199;0.199;0.199;7,263.37;-;
1;24-Aug-20;0.199;0.199;0.199;0.199;7,263.37;-;
1;21-Aug-20;0.199;0.199;0.199;0.199;7,263.37;-;
1;20-Aug-20;0.199;0.199;0.199;0.199;7,263.37;-;
1;19-Aug-20;0.196;0.196;0.196;0.196;7,153.87;-;
1;18-Aug-20;0.199;0.2;0.199;0.2;7,299.86;7;
1;17-Aug-20;0.192;0.192;0.192;0.192;7,007.87;-;
1;14-Aug-20;0.194;0.194;0.194;0.194;7,080.87;-;
1;13-Aug-20;0.187;0.187;0.187;0.187;6,825.37;-;
1;12-Aug-20;0.187;0.187;0.187;0.187;6,825.37;-;
1;11-Aug-20;0.195;0.195;0.195;0.195;7,117.37;-;
1;10-Aug-20;0.194;0.194;0.194;0.194;7,080.87;-;
1;07-Aug-20;0.196;0.196;0.196;0.196;7,153.87;-;
1;06-Aug-20;0.2;0.2;0.2;0.2;7,299.86;-;
1;05-Aug-20;0.19;0.19;0.19;0.19;6,934.87;-;
1;04-Aug-20;0.182;0.182;0.182;0.182;6,642.88;-;
1;03-Aug-20;0.178;0.178;0.178;0.178;6,496.88;-;
1;31-Jul-20;0.181;0.181;0.181;0.181;6,606.38;-;
1;30-Jul-20;0.184;0.184;0.184;0.184;6,715.88;-;
1;29-Jul-20;0.183;0.183;0.183;0.183;6,679.38;-;
1;28-Jul-20;0.189;0.189;0.189;0.189;6,898.37;-;
1;27-Jul-20;0.183;0.183;0.183;0.183;6,679.38;-;
1;24-Jul-20;0.182;0.182;0.182;0.182;6,642.88;-;
1;23-Jul-20;0.177;0.177;0.177;0.177;6,460.38;-;
1;22-Jul-20;0.182;0.182;0.182;0.182;6,642.88;-;
1;21-Jul-20;0.176;0.176;0.176;0.176;6,423.88;-;
1;20-Jul-20;0.169;0.169;0.169;0.169;6,168.39;-;
1;17-Jul-20;0.176;0.176;0.176;0.176;6,423.88;-;
1;16-Jul-20;0.177;0.177;0.177;0.177;6,460.38;-;
1;15-Jul-20;0.181;0.181;0.181;0.181;6,606.38;-;
1;14-Jul-20;0.182;0.182;0.182;0.182;6,642.88;-;
1;13-Jul-20;0.181;0.181;0.181;0.181;6,606.38;-;
1;10-Jul-20;0.176;0.193;0.176;0.193;7,044.37;25;
1;09-Jul-20;0.176;0.176;0.176;0.176;6,423.88;-;
1;08-Jul-20;0.177;0.177;0.177;0.177;6,460.38;-;
1;07-Jul-20;0.178;0.178;0.178;0.178;6,496.88;-;
1;06-Jul-20;0.167;0.167;0.167;0.167;6,095.39;-;
1;03-Jul-20;0.164;0.164;0.164;0.164;5,985.89;-;
1;02-Jul-20;0.158;0.158;0.158;0.158;5,766.89;-;
1;01-Jul-20;0.158;0.158;0.158;0.158;5,766.89;-;
1;30-Jun-20;0.159;0.159;0.159;0.159;5,803.39;-;
1;29-Jun-20;0.158;0.158;0.158;0.158;5,766.89;-;
1;26-Jun-20;0.16;0.16;0.16;0.16;5,839.89;-;
1;25-Jun-20;0.161;0.161;0.161;0.161;5,876.39;-;
1;24-Jun-20;0.162;0.162;0.162;0.162;5,912.89;-;
1;23-Jun-20;0.162;0.162;0.162;0.162;5,912.89;-;
1;22-Jun-20;0.165;0.165;0.165;0.165;6,022.39;-;
1;19-Jun-20;0.169;0.169;0.169;0.169;6,168.39;-;
1;18-Jun-20;0.172;0.172;0.172;0.172;6,277.88;-;
1;17-Jun-20;0.171;0.171;0.171;0.171;6,241.38;-;
1;16-Jun-20;0.167;0.167;0.167;0.167;6,095.39;-;
1;15-Jun-20;0.161;0.161;0.161;0.161;5,876.39;-;
1;12-Jun-20;0.16;0.16;0.16;0.16;5,839.89;-;
1;11-Jun-20;0.166;0.166;0.166;0.166;6,058.89;-;
1;10-Jun-20;0.166;0.166;0.166;0.166;6,058.89;-;
1;09-Jun-20;0.175;0.175;0.175;0.175;6,387.38;-;
1;08-Jun-20;0.181;0.181;0.181;0.181;6,606.38;-;
1;05-Jun-20;0.176;0.176;0.176;0.176;6,423.88;-;
1;04-Jun-20;0.169;0.169;0.169;0.169;6,168.39;-;
1;03-Jun-20;0.165;0.165;0.165;0.165;6,022.39;-;
1;02-Jun-20;0.164;0.164;0.164;0.164;5,985.89;-;
1;29-May-20;0.155;0.155;0.155;0.155;5,657.40;-;
1;28-May-20;0.164;0.164;0.164;0.164;5,985.89;-;
1;27-May-20;0.169;0.169;0.169;0.169;6,168.39;-;
1;26-May-20;0.168;0.168;0.168;0.168;6,131.89;-;
1;25-May-20;0.169;0.169;0.169;0.169;6,168.39;-;
1;22-May-20;0.169;0.169;0.169;0.169;6,168.39;-;
1;21-May-20;0.168;0.168;0.168;0.168;6,131.89;-;
1;20-May-20;0.166;0.173;0.166;0.173;6,314.38;461;
1;19-May-20;0.171;0.171;0.171;0.171;6,241.38;-;
1;18-May-20;0.165;0.165;0.165;0.165;6,022.39;-;
1;15-May-20;0.165;0.165;0.165;0.165;6,022.39;-;
1;14-May-20;0.171;0.171;0.171;0.171;6,241.38;-;
1;13-May-20;0.167;0.167;0.167;0.167;6,095.39;-;
1;12-May-20;0.168;0.168;0.168;0.168;6,131.89;-;
1;11-May-20;0.174;0.174;0.174;0.174;6,350.88;-;
1;08-May-20;0.172;0.172;0.172;0.172;6,277.88;-;
1;07-May-20;0.159;0.16;0.159;0.16;5,839.89;110;
1;06-May-20;0.155;0.155;0.155;0.155;5,657.40;-;
1;05-May-20;0.148;0.148;0.148;0.148;5,401.90;-;
1;04-May-20;0.148;0.148;0.148;0.148;5,401.90;-;
1;30-Apr-20;0.138;0.138;0.138;0.138;5,036.91;-;
1;29-Apr-20;0.128;0.128;0.128;0.128;4,671.91;-;
1;28-Apr-20;0.125;0.125;0.125;0.125;4,562.42;-;
1;27-Apr-20;0.128;0.128;0.128;0.128;4,671.91;-;
1;24-Apr-20;0.128;0.128;0.128;0.128;4,671.91;-;
1;23-Apr-20;0.127;0.127;0.127;0.127;4,635.41;-;
1;22-Apr-20;0.125;0.125;0.125;0.125;4,562.42;-;
1;21-Apr-20;0.128;0.128;0.128;0.128;4,671.91;-;
1;20-Apr-20;0.13;0.13;0.13;0.13;4,744.91;50;
1;17-Apr-20;0.127;0.127;0.127;0.127;4,635.41;-;
1;16-Apr-20;0.119;0.119;0.119;0.119;4,343.42;-;
1;15-Apr-20;0.131;0.131;0.131;0.131;4,781.41;-;
1;14-Apr-20;0.127;0.127;0.127;0.127;4,635.41;-;
1;09-Apr-20;0.113;0.113;0.113;0.113;4,124.42;-;
1;08-Apr-20;0.109;0.109;0.109;0.109;3,978.43;-;
1;07-Apr-20;0.117;0.117;0.117;0.117;4,270.42;-;
1;06-Apr-20;0.116;0.137;0.116;0.137;5,000.41;400;
1;03-Apr-20;0.114;0.114;0.114;0.114;4,160.92;-;
1;02-Apr-20;0.105;0.105;0.105;0.105;3,832.43;-;
1;01-Apr-20;0.101;0.101;0.101;0.101;3,686.43;-;
1;31-Mar-20;0.104;0.104;0.104;0.104;3,795.93;-;
1;30-Mar-20;0.1;0.1;0.1;0.1;3,649.93;-;
1;27-Mar-20;0.1;0.1;0.1;0.1;3,649.93;-;
1;26-Mar-20;0.091;0.091;0.091;0.091;3,321.44;-;
1;25-Mar-20;0.0795;0.0985;0.0795;0.0985;3,595.18;5.2;
1;24-Mar-20;0.072;0.072;0.072;0.072;2,627.95;-;
1;23-Mar-20;0.071;0.071;0.071;0.071;2,591.45;-;
1;20-Mar-20;0.071;0.0955;0.071;0.0955;3,485.69;100;
1;19-Mar-20;0.071;0.071;0.071;0.071;2,591.45;-;
1;18-Mar-20;0.08;0.08;0.08;0.08;2,919.95;-;
1;17-Mar-20;0.086;0.086;0.086;0.086;3,138.94;-;
1;16-Mar-20;0.0845;0.104;0.0845;0.104;3,795.93;27.081;
1;13-Mar-20;0.0985;0.123;0.0985;0.123;4,489.42;3;
1;12-Mar-20;0.108;0.108;0.108;0.108;3,941.93;-;
1;11-Mar-20;0.123;0.123;0.123;0.123;4,489.42;-;
1;10-Mar-20;0.134;0.134;0.134;0.134;4,890.91;-;
1;09-Mar-20;0.128;0.128;0.128;0.128;4,671.91;-;
1;06-Mar-20;0.151;0.151;0.151;0.151;5,511.40;-;
1;05-Mar-20;0.16;0.16;0.16;0.16;5,839.89;-;
1;04-Mar-20;0.16;0.16;0.16;0.16;5,839.89;-;
1;03-Mar-20;0.156;0.156;0.156;0.156;5,693.89;-;
1;02-Mar-20;0.139;0.139;0.139;0.139;5,073.41;-;
1;28-Feb-20;0.141;0.141;0.141;0.141;5,146.40;-;
1;27-Feb-20;0.163;0.163;0.159;0.159;5,803.39;5;
1;26-Feb-20;0.178;0.178;0.178;0.178;6,496.88;-;
1;25-Feb-20;0.188;0.188;0.188;0.188;6,861.87;-;
1;24-Feb-20;0.188;0.188;0.188;0.188;6,861.87;-;
1;21-Feb-20;0.194;0.194;0.194;0.194;7,080.87;-;
1;20-Feb-20;0.197;0.197;0.197;0.197;7,190.37;-;
1;19-Feb-20;0.195;0.195;0.195;0.195;7,117.37;-;
1;18-Feb-20;0.195;0.195;0.195;0.195;7,117.37;20;
1;17-Feb-20;0.195;0.195;0.195;0.195;7,117.37;-;
1;14-Feb-20;0.199;0.199;0.199;0.199;7,263.37;-;
1;13-Feb-20;0.202;0.202;0.202;0.202;7,372.86;-;
1;12-Feb-20;0.21;0.21;0.21;0.21;7,664.86;-;
1;11-Feb-20;0.208;0.208;0.208;0.208;7,591.86;-;
1;10-Feb-20;0.206;0.206;0.206;0.206;7,518.86;-;
1;07-Feb-20;0.208;0.208;0.208;0.208;7,591.86;-;
1;06-Feb-20;0.21;0.21;0.21;0.21;7,664.86;-;
1;05-Feb-20;0.204;0.204;0.204;0.204;7,445.86;-;
1;04-Feb-20;0.206;0.206;0.206;0.206;7,518.86;-;
1;03-Feb-20;0.195;0.195;0.195;0.195;7,117.37;-;
1;31-Jan-20;0.19;0.19;0.19;0.19;6,934.87;-;
1;30-Jan-20;0.212;0.212;0.212;0.212;7,737.86;10;
1;29-Jan-20;0.212;0.212;0.212;0.212;7,737.86;-;
1;28-Jan-20;0.212;0.212;0.212;0.212;7,737.86;-;
1;27-Jan-20;0.212;0.212;0.212;0.212;7,737.86;-;
1;24-Jan-20;0.212;0.212;0.212;0.212;7,737.86;-;
1;23-Jan-20;0.22;0.22;0.22;0.22;8,029.85;200;
1;22-Jan-20;0.22;0.22;0.22;0.22;8,029.85;-;
1;21-Jan-20;0.22;0.22;0.22;0.22;8,029.85;-;
1;20-Jan-20;0.22;0.22;0.22;0.22;8,029.85;-;
1;17-Jan-20;0.218;0.218;0.218;0.218;7,956.85;-;
1;16-Jan-20;0.22;0.22;0.22;0.22;8,029.85;-;
1;15-Jan-20;0.214;0.214;0.214;0.214;7,810.86;-;
1;14-Jan-20;0.216;0.216;0.216;0.216;7,883.85;-;
1;13-Jan-20;0.218;0.218;0.218;0.218;7,956.85;-;
1;10-Jan-20;0.22;0.22;0.22;0.22;8,029.85;-;
1;09-Jan-20;0.222;0.222;0.222;0.222;8,102.85;-;
1;08-Jan-20;0.216;0.216;0.216;0.216;7,883.85;-;
1;07-Jan-20;0.216;0.216;0.216;0.216;7,883.85;-;
1;06-Jan-20;0.214;0.214;0.214;0.214;7,810.86;-;
1;03-Jan-20;0.214;0.214;0.214;0.214;7,810.86;-;
1;02-Jan-20;0.216;0.216;0.216;0.216;7,883.85;-;
1;30-Dec-19;0.222;0.222;0.222;0.222;8,102.85;-;
1;27-Dec-19;0.216;0.216;0.216;0.216;7,883.85;-;
1;23-Dec-19;0.222;0.222;0.222;0.222;8,102.85;-;
1;20-Dec-19;0.216;0.22;0.216;0.22;8,029.85;2.286;
1;19-Dec-19;0.212;0.212;0.212;0.212;7,737.86;-;
1;18-Dec-19;0.21;0.21;0.21;0.21;7,664.86;-;
1;17-Dec-19;0.22;0.22;0.22;0.22;8,029.85;-;
1;16-Dec-19;0.216;0.216;0.216;0.216;7,883.85;-;
1;13-Dec-19;0.21;0.21;0.21;0.21;7,664.86;-;
1;12-Dec-19;0.204;0.204;0.204;0.204;7,445.86;-;
1;11-Dec-19;0.198;0.198;0.198;0.198;7,226.87;-;
1;10-Dec-19;0.193;0.193;0.193;0.193;7,044.37;-;
1;09-Dec-19;0.195;0.195;0.195;0.195;7,117.37;-;
1;06-Dec-19;0.192;0.192;0.192;0.192;7,007.87;-;
1;05-Dec-19;0.183;0.183;0.183;0.183;6,679.38;-;
1;04-Dec-19;0.185;0.185;0.185;0.185;6,752.38;-;
1;03-Dec-19;0.185;0.185;0.185;0.185;6,752.38;-;
1;02-Dec-19;0.182;0.182;0.182;0.182;6,642.88;-;
1;29-Nov-19;0.182;0.182;0.182;0.182;6,642.88;-;
1;28-Nov-19;0.185;0.185;0.183;0.183;6,679.38;10;
1;27-Nov-19;0.194;0.194;0.194;0.194;7,080.87;-;
1;26-Nov-19;0.199;0.199;0.199;0.199;7,263.37;-;
1;25-Nov-19;0.202;0.202;0.202;0.202;7,372.86;-;
1;22-Nov-19;0.2;0.2;0.2;0.2;7,299.86;-;
1;21-Nov-19;0.204;0.204;0.204;0.204;7,445.86;-;
1;20-Nov-19;0.196;0.196;0.196;0.196;7,153.87;-;
1;19-Nov-19;0.198;0.198;0.198;0.198;7,226.87;-;
1;18-Nov-19;0.204;0.204;0.204;0.204;7,445.86;-;
1;15-Nov-19;0.204;0.204;0.204;0.204;7,445.86;-;
1;14-Nov-19;0.206;0.206;0.206;0.206;7,518.86;-;
1;13-Nov-19;0.212;0.212;0.212;0.212;7,737.86;-;
1;12-Nov-19;0.208;0.208;0.208;0.208;7,591.86;-;
1;11-Nov-19;0.214;0.214;0.214;0.214;7,810.86;-;
1;08-Nov-19;0.22;0.22;0.22;0.22;8,029.85;-;
1;07-Nov-19;0.212;0.212;0.212;0.212;7,737.86;-;
1;06-Nov-19;0.222;0.222;0.222;0.222;8,102.85;-;
1;05-Nov-19;0.222;0.222;0.222;0.222;8,102.85;-;
1;04-Nov-19;0.216;0.216;0.216;0.216;7,883.85;-;
1;01-Nov-19;0.224;0.224;0.224;0.224;8,175.85;-;
1;31-Oct-19;0.226;0.226;0.226;0.226;8,248.85;-;
1;30-Oct-19;0.228;0.228;0.228;0.228;8,321.85;-;
1;29-Oct-19;0.22;0.22;0.22;0.22;8,029.85;-;
1;28-Oct-19;0.218;0.218;0.218;0.218;7,956.85;-;
1;25-Oct-19;0.22;0.22;0.22;0.22;8,029.85;-;
1;24-Oct-19;0.216;0.216;0.216;0.216;7,883.85;-;
1;23-Oct-19;0.21;0.21;0.21;0.21;7,664.86;-;
1;22-Oct-19;0.206;0.206;0.206;0.206;7,518.86;-;
1;21-Oct-19;0.206;0.206;0.206;0.206;7,518.86;-;
1;18-Oct-19;0.212;0.212;0.212;0.212;7,737.86;-;
1;17-Oct-19;0.212;0.212;0.212;0.212;7,737.86;-;
1;16-Oct-19;0.218;0.218;0.218;0.218;7,956.85;-;
1;15-Oct-19;0.24;0.24;0.24;0.24;8,759.84;7;
1;14-Oct-19;0.242;0.242;0.242;0.242;8,832.84;-;
1;11-Oct-19;0.232;0.232;0.232;0.232;8,467.84;-;
1;10-Oct-19;0.224;0.224;0.224;0.224;8,175.85;15;
1;09-Oct-19;0.22;0.22;0.22;0.22;8,029.85;-;
1;08-Oct-19;0.22;0.22;0.22;0.22;8,029.85;-;
1;07-Oct-19;0.224;0.224;0.224;0.224;8,175.85;-;
1;04-Oct-19;0.218;0.218;0.218;0.218;7,956.85;-;
1;02-Oct-19;0.206;0.206;0.206;0.206;7,518.86;-;
1;01-Oct-19;0.212;0.212;0.212;0.212;7,737.86;-;
1;30-Sep-19;0.216;0.216;0.216;0.216;7,883.85;-;
1;27-Sep-19;0.2221;0.2221;0.2221;0.2221;8,106.50;-;
1;26-Sep-19;0.2221;0.2221;0.2221;0.2221;8,106.50;-;
1;25-Sep-19;0.2194;0.2194;0.2194;0.2194;8,007.95;-;
1;24-Sep-19;0.226;0.226;0.226;0.226;8,248.85;-;
1;23-Sep-19;0.232;0.2346;0.232;0.2346;8,562.74;1;
1;20-Sep-19;0.2278;0.2278;0.2278;0.2278;8,314.54;-;
